id,hoard,mint,mint_uri,mint_info,count,min_count,max_count,count_info,denomination,denommenation_uri,material,material_uri,ruler,ruler_uri,type,obv_type,rev_type,countermark,intrusion,notes,sources,weight (g),rotation,diam
21438,igch1806,antiocheia,https://pleiades.stoa.org/places/658381,,1,,,,drachm,http://nomisma.org/id/drachma,,,antiochus VI,,,,,,,,,,,
21439,igch1806,,,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,kamniskires soter,,,,,,,,,,,
21440,igch1806,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,mithradates I,,,,,,,,,,,
21441,igch1806,ecbatana,https://pleiades.stoa.org/places/903021,,1,,,,,,,,mithradates I,,,,,,,,,,,
21442,igch1806,,,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,euthydemus I,,,,,,,,,,,
21443,igch1806,,,,7,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,eucratides I,,,,Dioscuri,,,,,,,
21444,igch1806,,,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,eucratides I? Or eucratides II?,,,,Apollo,,,,,,,
21445,igch1806,,,,9,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,heliocles I,,,,,,,,,,,
21446,igch1806,,,,161,,,,,,,,,,,,,,,,,,,
21447,igch1807,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,4,,,,,,,,antiochus III,,,,,,,,,,,
21448,igch1807,susa,https://pleiades.stoa.org/places/912936,,1,,,,,,,,seleucus IV,,,,,,,,,,,
21449,igch1807,susa,https://pleiades.stoa.org/places/912936,,8,,,,,,,,antiochus VII,,,,,,,,,,,
21450,igch1807,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,3,,,,,,,,,,,,,,,,,,,
21451,igch1807,susa?,https://pleiades.stoa.org/places/912936,1,1,,,,,,,,hyknapses,,,,,,,,,,,
21452,igch1807,susa,https://pleiades.stoa.org/places/912936,,5,,,,,,,,kamniskires I,,,,,,,,,,,
21453,igch1807,susa,https://pleiades.stoa.org/places/912936,,56,,,,,,,,tigraios,,,,,,,,,,,
21454,igch1807,susa,https://pleiades.stoa.org/places/912936,,12,,,,,,,,mithradates I,,,,,,,,,,,
21455,igch1807,susa,https://pleiades.stoa.org/places/912936,,37,,,,,,,,phraates II,,,,,,,,,,,
21456,igch1807,susa,https://pleiades.stoa.org/places/912936,,7,,,,,,,,phraates II? Or artabanus I?,,,,,,,,,,,
21457,igch1807,susa,https://pleiades.stoa.org/places/912936,,28,,,,,,,,artabanus I,,,,,,,,,,,
21458,igch1808,amphipolis,https://pleiades.stoa.org/places/501347,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,lifetime and early post.,,,,
21459,igch1808,sidon,https://pleiades.stoa.org/places/678393,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,lifetime and early post.,,,,
21460,igch1808,uncertain,,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,lifetime and early post.,,,,
21461,igch1808,colophon,https://pleiades.stoa.org/places/599577,,1,,,,drachm,http://nomisma.org/id/drachma,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,lifetime and early post.,,,,
21462,igch1808,aspendus,https://pleiades.stoa.org/places/638776,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post.,,,,
21463,igch1808,perge,https://pleiades.stoa.org/places/639048,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post.,,,,
21464,igch1808,,,,6,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
21465,igch1808,uncertain,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,lysimachus,,,,,,,,,,,
21466,igch1808,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus I,,,,,,,,,,,
21467,igch1808,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,seleucus III,,,,,,,,,,,
21468,igch1808,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus III,,,,,,,,,,,
21469,igch1808,susa,https://pleiades.stoa.org/places/912936,,4,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus III,,,,,,,,,,,
21470,igch1808,nisibis,https://pleiades.stoa.org/places/874623,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus III,,,,,,,,,,,
21471,igch1808,antiocheia,https://pleiades.stoa.org/places/658381,,5,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus III,,,,,,,,,,,
21472,igch1808,sardes,https://pleiades.stoa.org/places/550867,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus III,,,,,,,,,,,
21473,igch1808,susa,https://pleiades.stoa.org/places/912936,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,seleucus IV,,,,,,,,,,,
21474,igch1808,antiocheia,https://pleiades.stoa.org/places/658381,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,seleucus IV,,,,,,,,,,,
21475,igch1808,susa,https://pleiades.stoa.org/places/912936,,5,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius I,,,,,,,,,,,
21476,igch1809,uncertain,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,early post.,,,,
21477,igch1809,lampsacus,https://pleiades.stoa.org/places/501570,,1,,,,drachm,http://nomisma.org/id/drachma,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
21478,igch1809,uncertain,,,2,,,,drachm,http://nomisma.org/id/drachma,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
21479,igch1809,aspendus,https://pleiades.stoa.org/places/638776,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,with anchor countermark,,,,,late post.,,,,
21480,igch1809,perge,https://pleiades.stoa.org/places/639048,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,with anchor countermark,,,,,late post.,,,,
21481,igch1809,phaselis,https://pleiades.stoa.org/places/639051,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,with anchor countermark,,,,,late post.,,,,
21482,igch1809,,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
21483,igch1809,antiocheia,https://pleiades.stoa.org/places/658381,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus III,,,,,,,,,,,
21484,igch1809,ecbatana,https://pleiades.stoa.org/places/903021,,1,,,,drachm,http://nomisma.org/id/drachma,,,antiochus III,,,,,,,,,,,
21485,igch1809,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,seleucus IV,,,,,,,,,,,
21486,igch1809,ecbatana,https://pleiades.stoa.org/places/903021,,1,,,,drachm,http://nomisma.org/id/drachma,,,antiochus IV,,,,,,,,,,,
21487,igch1809,ecbatana,https://pleiades.stoa.org/places/903021,,1,,,,drachm,http://nomisma.org/id/drachma,,,demetrius I,,,,,,,,,,,
21488,igch1809,antiocheia,https://pleiades.stoa.org/places/658381,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,Alexander I Balas,http://nomisma.org/id/alexander_i_balas,,,,,,(yr. 150/49 B.C.),,,,
21489,igch1809,uncertain,,,1,,,,drachm,http://nomisma.org/id/drachma,,,mithradates I,,,,,,,,,,,
21490,igch1809,,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,euthydemus I,,,,,,,,,,,
21491,igch1810,,,,1,,,,,,,,mithradates I,,,,,,,,,,,
21492,igch1810,,,,14,,,,,,,,mithradates II,,,,,,,,,,,
21493,igch1811,,,,10,,,,,,,,mithradates II,,,,,,,,,,,
21494,igch1812,,,,50,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post.,,,,
21495,igch1812,ecbatana,https://pleiades.stoa.org/places/903021,,1,,,,drachm,http://nomisma.org/id/drachma,,,antiochus III,,,,,,,,,,,
21496,igch1812,ecbatana,https://pleiades.stoa.org/places/903021,,1,,,,drachm,http://nomisma.org/id/drachma,,,antiochus IV,,,,,,,,,,,
21497,igch1812,antiocheia,https://pleiades.stoa.org/places/658381,,1,,,,drachm,http://nomisma.org/id/drachma,,,antiochus IV,,,,,,,,,,,
21498,igch1812,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,2,,,,drachm,http://nomisma.org/id/drachma,,,Alexander I Balas,http://nomisma.org/id/alexander_i_balas,,,,,,,,,,
21499,igch1812,antiocheia,https://pleiades.stoa.org/places/658381,,10,,,,drachm,http://nomisma.org/id/drachma,,,Alexander I Balas,http://nomisma.org/id/alexander_i_balas,,,,,,,,,,
21500,igch1812,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,1,,,,drachm,http://nomisma.org/id/drachma,,,demetrius II,,,,,,,,,,,
21501,igch1812,,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,tiraeus I,,,,,,,(yr. 222 S.E.= 91/0 B.C.),,,,
21502,igch1813,cyme,https://pleiades.stoa.org/places/550506,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21503,igch1813,myrina,https://pleiades.stoa.org/places/550756,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21504,igch1813,temnus,https://pleiades.stoa.org/places/550908,,5,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21712,igch1822,,,,,5,,,,,,,euthydemus,,,,,,,,,,,
21505,igch1813,methymna,https://pleiades.stoa.org/places/550738,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21506,igch1813,mytilene,https://pleiades.stoa.org/places/550763,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21507,igch1813,miletus,https://pleiades.stoa.org/places/599799,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21508,igch1813,chios,https://pleiades.stoa.org/places/550496,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21509,igch1813,perge,https://pleiades.stoa.org/places/639048,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21510,igch1813,aspendus,https://pleiades.stoa.org/places/638776,,4,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21511,igch1813,,,,4,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,late post. Seen by Dayet,,,,
21512,igch1813,colophon,https://pleiades.stoa.org/places/599577,,1,,,,drachm,http://nomisma.org/id/drachma,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,post.,,,,
21513,igch1813,uncertain,,,1,,,,drachm,http://nomisma.org/id/drachma,,,alexander III,http://nomisma.org/id/alexander_iii,,,,,,post.,,,,
21514,igch1813,mytilene,https://pleiades.stoa.org/places/550763,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,lysimachus,,,,,,,post.,,,,
21515,igch1813,athens,https://pleiades.stoa.org/places/579885,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,,,New Style,,,,,,,,,
21516,igch1813,magnesia,https://pleiades.stoa.org/places/599778,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
21517,igch1813,,,,1,,,,drachm,http://nomisma.org/id/drachma,,,ariarathes VI,,,,,,,,,,,
21518,igch1813,Ptolemais-Ake,https://pleiades.stoa.org/places/678010,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IV,,,,,,,,,,,
21519,igch1813,uncertain,,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IV,,,,,,,,,,,
21520,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus V,,,,,,,,,,,
21521,igch1813,uncertain,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus V,,,,,,,,,,,
21522,igch1813,ecbatana,https://pleiades.stoa.org/places/903021,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius I,,,,,,,Seen by Dayet,,,,
21523,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,5,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius I,,,,,,,Seen by Dayet,,,,
21524,igch1813,,,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius I,,,,,,,Seen by Dayet,,,,
21525,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,2,,,,drachm,http://nomisma.org/id/drachma,,,demetrius I,,,,,,,,,,,
21526,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,Alexander I Balas,http://nomisma.org/id/alexander_i_balas,,,,,,Seen by Dayet,,,,
21527,igch1813,uncertain,,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,Alexander I Balas,http://nomisma.org/id/alexander_i_balas,,,,,,Seen by Dayet,,,,
21528,igch1813,,,,9,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,Alexander I Balas,http://nomisma.org/id/alexander_i_balas,,,,,,Seen by Dayet,,,,
21529,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,7,,,,drachm,http://nomisma.org/id/drachma,,,Alexander I Balas,http://nomisma.org/id/alexander_i_balas,,,,,,,,,,
21530,igch1813,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,4,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius II,,,,,,,,,,,
21531,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,17,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius II,,,,,,,,,,,
21532,igch1813,damascus,https://pleiades.stoa.org/places/678106,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius II,,,,,,,,,,,
21533,igch1813,tyre,https://pleiades.stoa.org/places/678437,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius II,,,,,,,,,,,
21534,igch1813,tarsus,https://pleiades.stoa.org/places/648789,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius II,,,,,,,,,,,
21535,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VI,,,,,,,,,,,
21536,igch1813,uncertain,,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VI,,,,,,,,,,,
21537,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,3,,,,drachm,http://nomisma.org/id/drachma,,,antiochus VI,,,,,,,,,,,
21538,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,14,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VII,,,,,,,Seen by Dayet,,,,
21539,igch1813,tyre,https://pleiades.stoa.org/places/678437,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VII,,,,,,,Seen by Dayet,,,,
21540,igch1813,,,,64,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VII,,,,,,,Seen by Dayet,,,,
21541,igch1813,antiocheia?,https://pleiades.stoa.org/places/658381,1,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander II zabinas,http://nomisma.org/id/alexander_ii_zabinas,,,,,,,,,,
21542,igch1813,tarsus?,https://pleiades.stoa.org/places/648789,1,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander II zabinas,http://nomisma.org/id/alexander_ii_zabinas,,,,,,,,,,
21543,igch1813,damascus,https://pleiades.stoa.org/places/678106,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,alexander II zabinas,http://nomisma.org/id/alexander_ii_zabinas,,,,,,,,,,
21544,igch1813,uncertain,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VIII|cleopatra thea,,,,,,,,,,,
21545,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,6,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VIII,,,,,,,Seen by Dayet,,,,
21546,igch1813,damascus,https://pleiades.stoa.org/places/678106,,12,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VIII,,,,,,,Seen by Dayet,,,,
21547,igch1813,sidon,https://pleiades.stoa.org/places/678393,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VIII,,,,,,,Seen by Dayet,,,,
21548,igch1813,Ptolemais-Ake,https://pleiades.stoa.org/places/678010,,5,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VIII,,,,,,,Seen by Dayet,,,,
21549,igch1813,,,,43,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VIII,,,,,,,Seen by Dayet,,,,
21550,igch1813,antiocheia,https://pleiades.stoa.org/places/658381,,5,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IX,,,,,,,Seen by Dayet,,,,
21551,igch1813,damascus,https://pleiades.stoa.org/places/678106,,8,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IX,,,,,,,Seen by Dayet,,,,
21552,igch1813,sidon,https://pleiades.stoa.org/places/678393,,4,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IX,,,,,,,Seen by Dayet,,,,
21553,igch1813,Ptolemais-Ake,https://pleiades.stoa.org/places/678010,,4,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IX,,,,,,,Seen by Dayet,,,,
21554,igch1813,uncertain,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IX,,,,,,,Seen by Dayet,,,,
21555,igch1813,,,,45,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IX,,,,,,,Seen by Dayet,,,,
21556,igch1813,tyre,https://pleiades.stoa.org/places/678437,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,,,,,,,,(yr. 21),,,,
21557,igch1813,tyre,https://pleiades.stoa.org/places/678437,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,,,,,,,,(yr. 28),,,,
21558,igch1813,tyre,https://pleiades.stoa.org/places/678437,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,,,,,,,,(yr. 29),,,,
21559,igch1813,tyre,https://pleiades.stoa.org/places/678437,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,,,,,,,,(yr. 30),,,,
21560,igch1813,,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,mithradates I,,,,,,,,,,,
21561,igch1813,,,,7,,,,drachm,http://nomisma.org/id/drachma,,,mithradates I,,,,,,,,,,,
21562,igch1813,,,,9,,,,drachm,http://nomisma.org/id/drachma,,,mithradates I,,,,,,,,,,,
21563,igch1813,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,4,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,phraates II,,,,,,,,,,,
21564,igch1813,,,,8,,,,drachm,http://nomisma.org/id/drachma,,,phraates II,,,,,,,,,,,
21565,igch1813,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,3,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,artabanus I,,,,,,,,,,,
21566,igch1813,uncertain,,,4,,,,drachm,http://nomisma.org/id/drachma,,,artabanus I,,,,,,,,,,,
21567,igch1813,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,,50,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,mithradates II,,,,,,,,,,,
21568,igch1813,uncertain,,,800,,,,drachm,http://nomisma.org/id/drachma,,,mithradates II,,,,,,,,,,,
21569,igch1813,,,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,euthydemus I,,,,,,,,,,,
21570,igch1813,,,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius,,,,,,,,,,,
21571,igch1813,,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antimachus I,,,,,,,,,,,
21572,igch1813,,,,16,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,eucratides I,,,,,,,,,,,
21573,igch1813,,,,7,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,heliocles,,,,,,,,,,,
21574,igch1813,,,,364,,,,,,,,,,,,,,,,,,,
21575,igch1814,antiocheia,https://pleiades.stoa.org/places/658381,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IV,,,,,,,,,,,
21576,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,4,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,demetrius II,,,,,,,1st reign,,,,
21577,igch1814,antiocheia,https://pleiades.stoa.org/places/658381,,11,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VII,,,,,,,,,,,
21578,igch1814,antiocheia,https://pleiades.stoa.org/places/658381,,84,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VIII,,,,,,,,,,,
21579,igch1814,damascus,https://pleiades.stoa.org/places/678106,,5,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus VIII,,,,,,,,,,,
21580,igch1814,antiocheia,https://pleiades.stoa.org/places/658381,,14,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IX,,,,,,,,,,,
21581,igch1814,damascus,https://pleiades.stoa.org/places/678106,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus IX,,,,,,,,,,,
21582,igch1814,antiocheia,https://pleiades.stoa.org/places/658381,,86,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,antiochus X,,,,,,,,,,,
21583,igch1814,antiocheia,https://pleiades.stoa.org/places/658381,,19,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,seleucus VI,,,,,,,,,,,
21584,igch1814,antiocheia,https://pleiades.stoa.org/places/658381,,11,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,philip philadelphus,,,,,,,,,,,
21585,igch1814,,,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,Kamnaskires or Anzaze,,,,,,,,,,,
21586,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,,1,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,mithradates I,,,,,,,,,,,
21587,igch1814,ecbatana,https://pleiades.stoa.org/places/903021,,,1,,,drachm,http://nomisma.org/id/drachma,,,mithradates I,,,,,,,,,,,
21588,igch1814,ecbatana,https://pleiades.stoa.org/places/903021,,20,,,,drachm,http://nomisma.org/id/drachma,,,mithradates I,,,,,,,,,,,
21589,igch1814,ecbatana,https://pleiades.stoa.org/places/903021,,50,,,,drachm,http://nomisma.org/id/drachma,,,mithradates I,,,,,,,,,,,
21590,igch1814,uncertain,,,50,,,,drachm,http://nomisma.org/id/drachma,,,phraates II,,,,,,,,,,,
21591,igch1814,uncertain,,,50,,,,drachm,http://nomisma.org/id/drachma,,,artabanus I,,,,,,,,,,,
21592,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,20,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,mithradates II,,,,,,,,,,,
21593,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,,3,4,,tetradrachm,http://nomisma.org/id/tetradrachm,,,mithradates II,,,,,,,,,,,
21594,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,,1,2,,tetradrachm,http://nomisma.org/id/tetradrachm,,,mithradates II,,,,,,,,,,,
21595,igch1814,uncertain,,,200,,,,drachm,http://nomisma.org/id/drachma,,,mithradates II,,,,,,,,,,,
21596,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,200,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,gotarzes I,,,,,,,,,,,
21597,igch1814,uncertain,,,20,,,,drachm,http://nomisma.org/id/drachma,,,gotarzes I,,with district names,,,,,,,,,
21599,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,40,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,sinatruces,,,,,,,,,,,
21600,igch1814,uncertain,,,,,,,drachm,http://nomisma.org/id/drachma,,,sinatruces,,,,,,,,,,,
21601,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,,1,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,phraates III,,,,,,,,,,,
21602,igch1814,uncertain,,,200,,,,drachm,http://nomisma.org/id/drachma,,,phraates III,,,,,,,,,,,
21603,igch1814,uncertain,,,,,,,drachm,http://nomisma.org/id/drachma,,,mithradates III,,,,,,,,,,,
21604,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,2,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,orodes II,,,,,,,,,,,
21605,igch1814,seleuceia ad tigrim,https://pleiades.stoa.org/places/894178,,1,,,,tetradrachm,http://nomisma.org/id/tetradrachm,,,orodes II,,,,,,,,,,,
21606,igch1814,uncertain,,,,,,,drachm,http://nomisma.org/id/drachma,,,orodes II,,,,,,,,,,,
21607,igch1814,,,,11892,,,,,,,,,,,,,,,,,,,
21608,igch1815,,,,,,,,drachm,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
21609,igch1815,,,,,4,5,,drachm,http://nomisma.org/id/drachma,,,mithradates I,,,,,,,,,,,
21610,igch1815,,,,,2,,,drachm,http://nomisma.org/id/drachma,,,phraates II,,,,,,,,,,,
21611,igch1815,,,,,,,,drachm,http://nomisma.org/id/drachma,,,mithradates II,,,,,,,,,,,
21612,igch1815,,,,,150,,,drachm,http://nomisma.org/id/drachma,,,gotarzes I,,,,,,,,,,,
21613,igch1815,,,,,80,,,drachm,http://nomisma.org/id/drachma,,,phraates III,,,,,,,,,,,
21614,igch1815,,,,,20,,,drachm,http://nomisma.org/id/drachma,,,phraates III,,,,,,,,,,,
21615,igch1815,,,,,20,,,drachm,http://nomisma.org/id/drachma,,,mithradates III,,,,,,,,,,,
21616,igch1815,,,,,80,,,drachm,http://nomisma.org/id/drachma,,,mithradates III,,,,,,,,,,,
21617,igch1815,,,,,125,,,drachm,http://nomisma.org/id/drachma,,,orodes II,,,,,,,,,,,
21618,igch1815,,,,,216,217,,,,,,,,,,,,,,,,,
